1.0,0.0,0.0,0.0,0.0,0.0,,
1.0,1.0,0.0,0.0,0.0,0.0,,
2.0,0.0,-2.250253697653e-05,0.0,5.8124658946310004e-09,0.0,,
2.0,1.0,-6.734511269855e-09,-2.289568751023e-09,5.739387905858e-09,5.506994809656e-09,,
2.0,2.0,1.245539747058e-05,-2.441873720248e-08,8.093813834104e-09,9.127134861985e-09,,
3.0,0.0,-4.770937804775e-06,0.0,7.401268904021e-09,0.0,,
3.0,1.0,-3.598057734521e-06,-2.64031300265e-06,7.183404584568e-09,6.963241838534e-09,,
3.0,2.0,9.495656263775e-07,-5.955458304713e-07,7.874334991354e-09,8.093283807953e-09,,
3.0,3.0,6.382794480418e-07,1.649428596146e-06,5.350430430195e-09,5.320863198272e-09,,
4.0,0.0,-5.809271015195e-06,0.0,1.228606186555e-08,0.0,,
4.0,1.0,1.719422440432e-06,3.34652471661e-06,1.174843959281e-08,1.1460663274740001e-08,,
4.0,2.0,1.902749041775e-06,2.819083782408e-06,1.164448059986e-08,1.2023764776960001e-08,,
4.0,3.0,-8.261263626997e-07,1.440960719e-06,7.805181438897e-09,7.777583878317e-09,,
4.0,4.0,2.8146460867830002e-08,-3.426529897445e-07,7.248820355579e-09,7.1198400667560005e-09,,
5.0,0.0,1.89157211309e-07,0.0,2.2270641810280002e-08,0.0,,
5.0,1.0,6.66184573146e-07,9.37773310555e-07,2.118486425376e-08,2.0916027322680003e-08,,
5.0,2.0,6.63938374522e-07,8.434688749556e-07,1.993447613385e-08,2.0685705652330003e-08,,
5.0,3.0,1.193917248684e-06,1.069952076245e-06,1.439244791037e-08,1.429547913446e-08,,
5.0,4.0,1.465291771645e-06,-1.027639400223e-06,1.1286509104180001e-08,1.0883298565890001e-08,,
5.0,5.0,1.597103278876e-06,-5.272893843377e-07,7.863548360539e-09,7.74726711337e-09,,
6.0,0.0,1.621211223391e-06,0.0,4.042734775728e-08,0.0,,
6.0,1.0,6.858954205595e-07,1.078215490457e-06,3.859617932608e-08,3.8477975426200004e-08,,
6.0,2.0,1.39622157738e-07,3.027833356601e-07,3.555225544055e-08,3.694148474399e-08,,
6.0,3.0,-1.621821719731e-07,1.312540921388e-07,2.7327862268880002e-08,2.686000185191e-08,,
6.0,4.0,-1.235835405622e-06,-5.488035495939e-07,2.171799973908e-08,2.066730513968e-08,,
6.0,5.0,2.350586490634e-06,3.159707712155e-06,1.3976481486710002e-08,1.3613280763170001e-08,,
6.0,6.0,1.326758520838e-06,-1.578703786001e-06,8.992743738163e-09,9.085277626063e-09,,
7.0,0.0,-4.429180424516e-07,0.0,6.974872051988001e-08,0.0,,
7.0,1.0,4.083468272668e-07,-4.958879330966e-07,6.692242592766e-08,6.728517624938e-08,,
7.0,2.0,-2.052588881431e-06,9.153153728629e-07,6.157826693746001e-08,6.388048219239001e-08,,
7.0,3.0,-1.633060349578e-07,5.720345850799e-07,4.990982270502e-08,4.885073209153e-08,,
7.0,4.0,-6.621032768648e-07,-3.832845834521e-07,4.0372942149010005e-08,3.833041493472e-08,,
7.0,5.0,-2.979459388114e-07,3.184539921523e-06,2.812832925589e-08,2.684763833075e-08,,
7.0,6.0,1.980572589359e-07,-1.085910185437e-06,1.7715439931570003e-08,1.7561434178330002e-08,,
7.0,7.0,-3.761479672099e-07,4.0895175853510006e-08,1.0999953474310001e-08,1.0904591375420002e-08,,
8.0,0.0,-1.123593133755e-06,0.0,1.101860635077e-07,0.0,,
8.0,1.0,1.607464019809e-07,1.860223868221e-07,1.063264638461e-07,1.075331606634e-07,,
8.0,2.0,-4.825015239681e-07,1.658727771162e-06,9.890528208023001e-08,1.021240860585e-07,,
8.0,3.0,-2.102492419254e-06,6.14428098091e-07,8.401077503671001e-08,8.229416048018e-08,,
8.0,4.0,-1.444087751116e-07,-1.434783038987e-07,7.024989180239001e-08,6.703899436675e-08,,
8.0,5.0,-8.08917675145e-07,-9.477858951762e-07,5.210635775104e-08,4.9949559539360004e-08,,
8.0,6.0,1.697719590261e-07,-9.754710863049e-07,3.594627346072e-08,3.555474889753e-08,,
8.0,7.0,3.113474318044e-07,-4.978502832745e-07,2.2685092919140002e-08,2.238230261425e-08,,
8.0,8.0,-1.175727419265e-06,4.482426348731e-07,1.2667381595280001e-08,1.267004885796e-08,,
9.0,0.0,-7.994794991703e-07,0.0,1.54983723072e-07,0.0,,
9.0,1.0,3.284885261904e-07,-3.442309311279e-07,1.507464549477e-07,1.526461199479e-07,,
9.0,2.0,1.432104410472e-06,7.648417402667e-07,1.423441147341e-07,1.461933989077e-07,,
9.0,3.0,1.747150824869e-07,9.690334704347e-07,1.264883710725e-07,1.243172354207e-07,,
9.0,4.0,-3.9055802493800004e-08,4.52211963221e-07,1.096407586391e-07,1.056981260576e-07,,
9.0,5.0,-9.144106193324e-07,-7.263373990708e-07,8.765972714000001e-08,8.42549736466e-08,,
9.0,6.0,2.9150030679e-07,-1.394079101193e-07,6.523406276907001e-08,6.442602387641001e-08,,
9.0,7.0,-2.179989537198e-07,3.955751771077e-07,4.5525492776830007e-08,4.495316504749e-08,,
9.0,8.0,-7.862301739574001e-08,-5.079838519389e-07,2.8039217753630002e-08,2.7784304328350003e-08,,
9.0,9.0,3.443199697663e-07,-5.1028760529170006e-08,1.5749447745820002e-08,1.540619538198e-08,,
10.0,0.0,-2.172416264896e-07,0.0,1.903141483349e-07,0.0,,
10.0,1.0,4.843193762154e-07,-5.73573633584e-07,1.86946055979e-07,1.886679723296e-07,,
10.0,2.0,6.297412537858e-07,9.255124801252e-07,1.794486556279e-07,1.831668540893e-07,,
10.0,3.0,8.22867113481e-07,3.859997829587e-07,1.66493606362e-07,1.644741758e-07,,
10.0,4.0,4.274022337358e-07,6.52166768595e-07,1.502204944451e-07,1.465851113958e-07,,
10.0,5.0,-3.553052560356e-07,-2.077296944389e-07,1.286371163921e-07,1.245208216844e-07,,
10.0,6.0,-5.781038015133e-07,5.706777596674e-07,1.039563920351e-07,1.027158222277e-07,,
10.0,7.0,8.833807062608e-08,8.306562168927e-07,7.901131789756e-08,7.820379493159e-08,,
10.0,8.0,-2.141092405297e-07,-4.758584257739e-07,5.544332371938e-08,5.4725146545080004e-08,,
10.0,9.0,4.524911609123e-07,-5.554540836355e-07,3.4970491875700006e-08,3.444562179761e-08,,
10.0,10.0,-2.663194431062e-07,-5.903673372338e-07,1.846585548928e-08,1.8777763011370003e-08,,
11.0,0.0,-4.608770077066e-07,0.0,2.025132379627e-07,0.0,,
11.0,1.0,1.712471484298e-07,-5.271546377429e-07,2.007601609531e-07,2.017071010355e-07,,
11.0,2.0,6.351931341959e-07,-2.927070176917e-09,1.962214906561e-07,1.986249249729e-07,,
11.0,3.0,6.629222425399e-07,4.323863517194e-07,1.890087783847e-07,1.876943983908e-07,,
11.0,4.0,-7.214878342139e-07,5.050366587643e-07,1.777908876475e-07,1.755524217638e-07,,
11.0,5.0,-3.167905038323e-08,-3.849776610827e-07,1.620949222471e-07,1.584775599317e-07,,
11.0,6.0,-1.613769924613e-07,1.1075814870020002e-08,1.416334052387e-07,1.401528861753e-07,,
11.0,7.0,2.635686754819e-07,-2.23376351708e-07,1.176163443496e-07,1.16973842027e-07,,
11.0,8.0,3.064697603144e-07,-3.54136491727e-07,9.188511858549e-08,9.041197606466e-08,,
11.0,9.0,2.795031197634e-07,4.422162102445e-08,6.609326633621e-08,6.574262665015e-08,,
11.0,10.0,-5.906263077512001e-08,-2.720196148159e-07,4.1203106181890005e-08,4.2484665266250006e-08,,
11.0,11.0,2.908729901829e-07,3.042204117751e-07,2.2484006315630003e-08,2.2572464338620003e-08,,
12.0,0.0,-3.570049759099e-07,0.0,1.907267726659e-07,0.0,,
12.0,1.0,2.167528110006e-07,-1.475002018092e-07,1.900390342487e-07,1.907546854606e-07,,
12.0,2.0,7.540944587034001e-08,3.390783608524e-07,1.888185349752e-07,1.894563007759e-07,,
